play_id,game_id,posteam,defteam,side_of_field,yardline_100,down,yrdln,ydstogo,play_type,yards_gained,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,epa,wp,def_wp,home_wp,away_wp,fumble_forced,fumble_out_of_bounds,safety,penalty,tackled_for_loss,fumble_lost,touchdown,pass_touchdown,rush_touchdown,return_touchdown,field_goal_attempt,fumble,passing_yards,receiving_yards,rushing_yards,fixed_drive_result,drive_time_of_possession,drive_end_transition,qb_epa
1,2024_01_ARI_BUF,,,,,,BUF 35,0,,,,,,,,,,,,,,0,0.433207959,0.566792041,0.566792041,0.433207959,,,,,,,,,,,,,,,,Touchdown,,,0
40,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,0,0,0,0,0,0.257819156,0.433207959,0.566792041,0.566792041,0.433207959,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,0.257819156
61,2024_01_ARI_BUF,ARI,BUF,ARI,70,1,ARI 30,10,run,3,,,,,middle,,0,0,0,0,0,-0.200602158,0.433546245,0.566453755,0.566453755,0.433546245,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Touchdown,7:13,TOUCHDOWN,-0.200602158
83,2024_01_ARI_BUF,ARI,BUF,ARI,67,2,ARI 33,7,pass,22,short,left,-3,25,,,0,0,0,0,0,2.0288739,0.426275879,0.573724121,0.573724121,0.426275879,0,0,0,0,0,0,0,0,0,0,0,0,22,22,,Touchdown,7:13,TOUCHDOWN,2.0288739
108,2024_01_ARI_BUF,ARI,BUF,BUF,45,1,BUF 45,10,pass,9,short,middle,2,7,,,0,0,0,0,0,0.754242304,0.480117887,0.519882113,0.519882113,0.480117887,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,Touchdown,7:13,TOUCHDOWN,0.754242304
133,2024_01_ARI_BUF,ARI,BUF,BUF,36,2,BUF 36,1,run,2,,,,,middle,,0,0,0,0,0,-0.02960193,0.534612656,0.465387344,0.465387344,0.534612656,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.02960193
155,2024_01_ARI_BUF,ARI,BUF,BUF,34,1,BUF 34,10,run,2,,,,,left,guard,0,0,0,0,0,-0.247748838,0.53041178,0.46958822,0.46958822,0.53041178,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.247748838
177,2024_01_ARI_BUF,ARI,BUF,BUF,32,2,BUF 32,8,run,2,,,,,left,end,0,0,0,0,0,-0.530138513,0.514886498,0.485113502,0.485113502,0.514886498,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.530138513
199,2024_01_ARI_BUF,ARI,BUF,BUF,30,3,BUF 30,6,pass,8,short,middle,6,2,,,0,0,0,0,0,1.680800255,0.495035946,0.504964054,0.504964054,0.495035946,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,7:13,TOUCHDOWN,1.680800255
224,2024_01_ARI_BUF,ARI,BUF,BUF,22,1,BUF 22,10,pass,0,short,right,12,,,,0,0,0,0,0,-0.46762533,0.56072849,0.43927151,0.43927151,0.56072849,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,-0.46762533
265,2024_01_ARI_BUF,ARI,BUF,BUF,22,2,BUF 22,10,run,-3,,,,,left,tackle,0,0,0,0,0,-1.281088945,0.545346439,0.454653561,0.454653561,0.545346439,0,0,0,0,1,0,0,0,0,0,0,0,,,-3,Touchdown,7:13,TOUCHDOWN,-1.281088945
287,2024_01_ARI_BUF,ARI,BUF,BUF,25,3,BUF 25,13,run,6,,,,,right,end,0,0,0,0,0,2.377085478,0.498972267,0.501027733,0.501027733,0.498972267,0,0,0,1,0,0,0,0,0,0,0,0,,,6,Touchdown,7:13,TOUCHDOWN,2.377085478
320,2024_01_ARI_BUF,ARI,BUF,BUF,9,1,BUF 9,9,run,4,,,,,left,end,0,0,0,0,0,0.168504898,0.587247968,0.412752032,0.412752032,0.587247968,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Touchdown,7:13,TOUCHDOWN,0.168504898
347,2024_01_ARI_BUF,ARI,BUF,BUF,5,2,BUF 5,5,pass,0,,,,,,,0,0,0,0,0,-0.985447601,0.581441879,0.418558121,0.418558121,0.581441879,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,-0.985447601
381,2024_01_ARI_BUF,ARI,BUF,BUF,5,3,BUF 5,5,pass,5,short,left,5,0,,,0,0,6,0,6,2.704704956,0.566567898,0.433432102,0.433432102,0.566567898,0,0,0,0,0,0,1,1,0,0,0,0,5,5,,Touchdown,7:13,TOUCHDOWN,2.704704956
407,2024_01_ARI_BUF,ARI,BUF,BUF,15,,BUF 15,0,extra_point,0,,,,,,,0,6,7,0,7,0.067573003,0.613047216,0.386952784,0.386952784,0.613047216,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,0.067573003
422,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,7,-7,0,7,-7,1.882354891,0.38566035,0.61433965,0.38566035,0.61433965,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover,2:23,FUMBLE,1.882354891
457,2024_01_ARI_BUF,BUF,ARI,ARI,45,1,ARI 45,10,run,9,,,,,left,guard,7,-7,0,7,-7,0.648818388,0.434295207,0.565704793,0.434295207,0.565704793,0,0,0,0,0,0,0,0,0,0,0,0,,,9,Turnover,2:23,FUMBLE,0.648818388
479,2024_01_ARI_BUF,BUF,ARI,ARI,36,2,ARI 36,1,run,3,,,,,right,guard,7,-7,0,7,-7,0.039457681,0.464298636,0.535701364,0.464298636,0.535701364,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Turnover,2:23,FUMBLE,0.039457681
503,2024_01_ARI_BUF,BUF,ARI,ARI,33,1,ARI 33,10,pass,14,short,middle,13,1,,,7,-7,0,7,-7,0.913284026,0.451424718,0.548575282,0.451424718,0.548575282,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,Turnover,2:23,FUMBLE,0.913284026
528,2024_01_ARI_BUF,BUF,ARI,ARI,19,1,ARI 19,10,pass,-10,,,,,,,7,-7,0,7,-7,-6.044649657,0.48668161,0.51331839,0.48668161,0.51331839,1,0,0,0,0,1,0,0,0,0,0,1,,,,Turnover,2:23,FUMBLE,-6.044649657
565,2024_01_ARI_BUF,ARI,BUF,ARI,71,1,ARI 29,10,run,4,,,,,left,end,0,7,7,0,7,-0.12720861,0.667060792,0.332939208,0.332939208,0.667060792,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:27,FIELD_GOAL,-0.12720861
587,2024_01_ARI_BUF,ARI,BUF,ARI,67,2,ARI 33,6,pass,2,short,left,-3,5,,,0,7,7,0,7,-0.547627533,0.670467675,0.329532325,0.329532325,0.670467675,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,Field goal,5:27,FIELD_GOAL,-0.547627533
622,2024_01_ARI_BUF,ARI,BUF,ARI,65,3,ARI 35,4,pass,24,short,right,0,24,,,0,7,7,0,7,2.664914552,0.671433151,0.328566849,0.328566849,0.671433151,0,0,0,0,0,0,0,0,0,0,0,0,24,24,,Field goal,5:27,FIELD_GOAL,2.664914552
652,2024_01_ARI_BUF,ARI,BUF,BUF,41,1,BUF 41,10,pass,6,short,left,6,0,,,0,7,7,0,7,0.21352806,0.71387589,0.28612411,0.28612411,0.71387589,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,Field goal,5:27,FIELD_GOAL,0.21352806
677,2024_01_ARI_BUF,ARI,BUF,BUF,35,2,BUF 35,4,pass,7,short,right,-1,8,,,0,7,7,0,7,0.688560766,0.713405013,0.286594987,0.286594987,0.713405013,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,Field goal,5:27,FIELD_GOAL,0.688560766
707,2024_01_ARI_BUF,ARI,BUF,BUF,28,1,BUF 28,10,run,11,,,,,right,end,0,7,7,0,7,0.716792834,0.732915878,0.267084122,0.267084122,0.732915878,0,0,0,0,0,0,0,0,0,0,0,0,,,11,Field goal,5:27,FIELD_GOAL,0.716792834
734,2024_01_ARI_BUF,ARI,BUF,BUF,17,1,BUF 17,10,pass,3,short,middle,3,0,,,0,7,7,0,7,-0.230540832,0.7631194,0.2368806,0.2368806,0.7631194,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,Field goal,5:27,FIELD_GOAL,-0.230540832
759,2024_01_ARI_BUF,ARI,BUF,BUF,14,2,BUF 14,7,run,1,,,,,right,guard,0,7,7,0,7,-0.652270698,0.760436654,0.239563346,0.239563346,0.760436654,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Field goal,5:27,FIELD_GOAL,-0.652270698
781,2024_01_ARI_BUF,ARI,BUF,BUF,13,3,BUF 13,6,pass,2,short,right,1,1,,,0,7,7,0,7,-1.021099164,0.756201386,0.243798614,0.243798614,0.756201386,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,Field goal,5:27,FIELD_GOAL,-1.021099164
809,2024_01_ARI_BUF,ARI,BUF,,,,BUF 11,0,,,,,,,,,0,7,7,0,7,0,0.721677959,0.278322041,0.278322041,0.721677959,,,,,,,,,,,,,,,,Field goal,5:27,FIELD_GOAL,0
823,2024_01_ARI_BUF,ARI,BUF,BUF,11,4,BUF 11,4,field_goal,0,,,,,,,0,7,10,0,10,0.135574413,0.721677959,0.278322041,0.278322041,0.721677959,0,0,0,0,0,0,0,0,0,0,1,0,,,,Field goal,5:27,FIELD_GOAL,0.135574413
847,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,10,-10,0,10,-10,0.311864278,0.280494392,0.719505608,0.280494392,0.719505608,0,0,0,0,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,0.311864278
868,2024_01_ARI_BUF,BUF,ARI,BUF,70,1,BUF 30,10,no_play,0,,,,,,,10,-10,0,10,-10,0.439983619,0.288022727,0.711977273,0.288022727,0.711977273,0,0,0,1,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,0.439983619
902,2024_01_ARI_BUF,BUF,ARI,BUF,64,1,BUF 36,10,run,15,,,,,right,guard,10,-10,0,10,-10,0.816008603,0.299830496,0.700169504,0.299830496,0.700169504,0,0,0,0,0,0,0,0,0,0,0,0,,,15,Field goal,5:10,FIELD_GOAL,0.816008603
924,2024_01_ARI_BUF,BUF,ARI,ARI,49,1,ARI 49,10,run,5,,,,,right,guard,10,-10,0,10,-10,-0.022938924,0.311178744,0.688821256,0.311178744,0.688821256,0,0,0,0,0,0,0,0,0,0,0,0,,,5,Field goal,5:10,FIELD_GOAL,-0.022938924
946,2024_01_ARI_BUF,BUF,ARI,ARI,44,2,ARI 44,5,pass,23,short,middle,6,17,,,10,-10,0,10,-10,1.870110551,0.308513284,0.691486716,0.308513284,0.691486716,0,0,0,0,0,0,0,0,0,0,0,0,23,23,,Field goal,5:10,FIELD_GOAL,1.870110551
971,2024_01_ARI_BUF,BUF,ARI,ARI,21,1,ARI 21,10,run,9,,,,,left,tackle,10,-10,0,10,-10,0.697903182,0.365947634,0.634052366,0.365947634,0.634052366,0,0,0,0,0,0,0,0,0,0,0,0,,,9,Field goal,5:10,FIELD_GOAL,0.697903182
993,2024_01_ARI_BUF,BUF,ARI,ARI,12,2,ARI 12,1,run,4,,,,,right,guard,10,-10,0,10,-10,0.063546137,0.388247162,0.611752838,0.388247162,0.611752838,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:10,FIELD_GOAL,0.063546137
1015,2024_01_ARI_BUF,BUF,ARI,ARI,8,1,ARI 8,8,run,4,,,,,right,guard,10,-10,0,10,-10,0.130477478,0.382301569,0.617698431,0.382301569,0.617698431,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:10,FIELD_GOAL,0.130477478
1037,2024_01_ARI_BUF,BUF,ARI,ARI,4,2,ARI 4,4,run,0,,,,,left,guard,10,-10,0,10,-10,-1.008804651,0.369288981,0.630711019,0.369288981,0.630711019,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Field goal,5:10,FIELD_GOAL,-1.008804651
1059,2024_01_ARI_BUF,BUF,ARI,ARI,4,3,ARI 4,4,no_play,0,,,,,,,10,-10,0,10,-10,-1.520597457,0.347256869,0.652743131,0.347256869,0.652743131,0,0,0,1,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,-1.520597457
1093,2024_01_ARI_BUF,BUF,ARI,ARI,19,3,ARI 19,19,pass,0,,,,,,,10,-10,0,10,-10,-0.477471196,0.316076368,0.683923632,0.316076368,0.683923632,0,0,0,0,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,-0.477471196
1120,2024_01_ARI_BUF,BUF,ARI,ARI,19,4,ARI 19,19,field_goal,0,,,,,,,10,-10,3,10,-7,0.473750225,0.28647846,0.71352154,0.28647846,0.71352154,0,0,0,0,0,0,0,0,0,0,1,0,,,,Field goal,5:10,FIELD_GOAL,0.473750225
1140,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,3,7,10,3,7,0.180726162,0.666276634,0.333723366,0.333723366,0.666276634,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,0.180726162
1170,2024_01_ARI_BUF,ARI,BUF,ARI,71,1,ARI 29,10,pass,5,short,right,-4,9,,,3,7,10,3,7,-0.08861647,0.668153703,0.331846297,0.331846297,0.668153703,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,Touchdown,7:07,TOUCHDOWN,-0.08861647
1195,2024_01_ARI_BUF,ARI,BUF,ARI,66,2,ARI 34,5,run,6,,,,,left,end,3,7,10,3,7,0.670420314,0.684283793,0.315716207,0.315716207,0.684283793,0,0,0,0,0,0,0,0,0,0,0,0,,,6,Touchdown,7:07,TOUCHDOWN,0.670420314
1217,2024_01_ARI_BUF,ARI,BUF,ARI,60,1,ARI 40,10,pass,0,short,left,15,,,,3,7,10,3,7,-0.414683443,0.709597945,0.290402055,0.290402055,0.709597945,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,-0.414683443
1244,2024_01_ARI_BUF,ARI,BUF,ARI,60,2,ARI 40,10,pass,4,short,left,4,0,,,3,7,10,3,7,-0.207020405,0.693794489,0.306205511,0.306205511,0.693794489,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,Touchdown,7:07,TOUCHDOWN,-0.207020405
1269,2024_01_ARI_BUF,ARI,BUF,ARI,56,3,ARI 44,6,run,12,,,,,left,tackle,3,7,10,3,7,1.690780985,0.694311976,0.305688024,0.305688024,0.694311976,0,0,0,0,0,0,0,0,0,0,0,0,,,12,Touchdown,7:07,TOUCHDOWN,1.690780985
1296,2024_01_ARI_BUF,ARI,BUF,BUF,44,1,BUF 44,10,pass,5,short,right,4,1,,,3,7,10,3,7,0.189209814,0.745044231,0.254955769,0.254955769,0.745044231,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,Touchdown,7:07,TOUCHDOWN,0.189209814
1326,2024_01_ARI_BUF,ARI,BUF,BUF,39,2,BUF 39,5,pass,0,deep,left,26,,,,3,7,10,3,7,-0.694935982,0.744050443,0.255949557,0.255949557,0.744050443,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,-0.694935982
1349,2024_01_ARI_BUF,ARI,BUF,BUF,39,3,BUF 39,5,pass,14,short,left,9,5,,,3,7,10,3,7,1.710182823,0.734617949,0.265382051,0.265382051,0.734617949,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,Touchdown,7:07,TOUCHDOWN,1.710182823
1374,2024_01_ARI_BUF,ARI,BUF,BUF,25,1,BUF 25,10,run,4,,,,,right,end,3,7,10,3,7,-0.124969535,0.774729609,0.225270391,0.225270391,0.774729609,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Touchdown,7:07,TOUCHDOWN,-0.124969535
1396,2024_01_ARI_BUF,ARI,BUF,BUF,21,2,BUF 21,6,pass,8,short,right,6,2,,,3,7,10,3,7,0.886402878,0.78598845,0.21401155,0.21401155,0.78598845,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,7:07,TOUCHDOWN,0.886402878
1429,2024_01_ARI_BUF,ARI,BUF,BUF,13,1,BUF 13,10,run,3,,,,,right,end,3,7,10,3,7,-0.384524157,0.7973032,0.2026968,0.2026968,0.7973032,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Touchdown,7:07,TOUCHDOWN,-0.384524157
1451,2024_01_ARI_BUF,ARI,BUF,BUF,10,2,BUF 10,7,pass,7,short,left,7,0,,,3,7,10,3,7,1.460740303,0.815735936,0.184264064,0.184264064,0.815735936,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,Touchdown,7:07,TOUCHDOWN,1.460740303
1476,2024_01_ARI_BUF,ARI,BUF,BUF,3,1,BUF 3,3,run,3,,,,,right,guard,3,7,16,3,13,1.035966232,0.835658729,0.164341271,0.164341271,0.835658729,0,0,0,0,0,0,1,0,1,0,0,0,,,3,Touchdown,7:07,TOUCHDOWN,1.035966232
1499,2024_01_ARI_BUF,ARI,BUF,BUF,15,,BUF 15,0,extra_point,0,,,,,,,3,13,17,3,14,0.067573003,0.831103891,0.168896109,0.168896109,0.831103891,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,0.067573003
1514,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,17,-14,3,17,-14,0.371066298,0.168896109,0.831103891,0.168896109,0.831103891,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0.371066298
1542,2024_01_ARI_BUF,BUF,ARI,BUF,70,1,BUF 30,10,no_play,0,,,,,,,17,-14,3,17,-14,-0.5656486,0.174154162,0.825845838,0.174154162,0.825845838,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.5656486
1568,2024_01_ARI_BUF,BUF,ARI,BUF,75,1,BUF 25,15,run,6,,,,,left,end,17,-14,3,17,-14,0.11117035,0.162719175,0.837280825,0.162719175,0.837280825,0,0,0,0,0,0,0,0,0,0,0,0,,,6,Touchdown,2:21,TOUCHDOWN,0.11117035
1590,2024_01_ARI_BUF,BUF,ARI,BUF,69,2,BUF 31,9,pass,8,short,right,5,3,,,17,-14,3,17,-14,0.451450948,0.157250866,0.842749134,0.157250866,0.842749134,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,2:21,TOUCHDOWN,0.451450948
1622,2024_01_ARI_BUF,BUF,ARI,BUF,61,3,BUF 39,1,no_play,0,,,,,,,17,-14,3,17,-14,-0.800534668,0.171206981,0.828793019,0.171206981,0.828793019,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.800534668
1646,2024_01_ARI_BUF,BUF,ARI,BUF,66,3,BUF 34,6,pass,19,short,left,8,11,,,17,-14,3,17,-14,1.893437782,0.157566473,0.842433527,0.157566473,0.842433527,0,0,0,0,0,0,0,0,0,0,0,0,19,19,,Touchdown,2:21,TOUCHDOWN,1.893437782
1671,2024_01_ARI_BUF,BUF,ARI,ARI,47,1,ARI 47,10,no_play,0,,,,,,,17,-14,3,17,-14,-0.598616166,0.194856539,0.805143461,0.194856539,0.805143461,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.598616166
1707,2024_01_ARI_BUF,,,,,,BUF 48,0,no_play,0,,,,,,,,,,,,0,0.185157761,0.814842239,0.185157761,0.814842239,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0
1695,2024_01_ARI_BUF,BUF,ARI,BUF,52,1,BUF 48,15,run,6,,,,,right,end,17,-14,3,17,-14,0.567122973,0.185157761,0.814842239,0.185157761,0.814842239,0,0,0,1,0,0,0,0,0,0,0,0,,,6,Touchdown,2:21,TOUCHDOWN,0.567122973
1735,2024_01_ARI_BUF,BUF,ARI,ARI,41,1,ARI 41,10,no_play,0,,,,,,,17,-14,3,17,-14,1.111121881,0.194238275,0.805761725,0.194238275,0.805761725,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,1.111121881
1766,2024_01_ARI_BUF,BUF,ARI,ARI,26,1,ARI 26,10,pass,12,short,right,1,11,,,17,-14,3,17,-14,1.029533959,0.234413728,0.765586272,0.234413728,0.765586272,0,0,0,0,0,0,0,0,0,0,0,0,12,12,,Touchdown,2:21,TOUCHDOWN,1.029533959
1796,2024_01_ARI_BUF,BUF,ARI,ARI,14,1,ARI 14,10,run,7,,,,,right,guard,17,-14,3,17,-14,0.309518077,0.239070043,0.760929957,0.239070043,0.760929957,0,0,0,0,0,0,0,0,0,0,0,0,,,7,Touchdown,2:21,TOUCHDOWN,0.309518077
1830,2024_01_ARI_BUF,,,,,,ARI 7,0,no_play,0,,,,,,,,,,,,0,0.252205461,0.747794539,0.252205461,0.747794539,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0
1818,2024_01_ARI_BUF,BUF,ARI,ARI,7,2,ARI 7,3,run,7,,,,,right,end,17,-14,9,17,-8,2.160068127,0.252205461,0.747794539,0.252205461,0.747794539,0,0,0,0,0,0,1,0,1,0,0,0,,,7,Touchdown,2:21,TOUCHDOWN,2.160068127
1848,2024_01_ARI_BUF,BUF,ARI,ARI,15,,ARI 15,0,extra_point,0,,,,,,,17,-8,10,17,-7,0.067573003,0.272343391,0.727656609,0.272343391,0.727656609,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0.067573003
1863,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,10,7,17,10,7,-0.142018595,0.723739326,0.276260674,0.276260674,0.723739326,0,0,0,0,0,0,0,0,0,0,0,0,,,,End of half,0:19,END_HALF,-0.142018595
1886,2024_01_ARI_BUF,ARI,BUF,ARI,96,1,ARI 4,10,qb_kneel,-1,,,,,,,10,7,17,10,7,0,0.688782215,0.311217785,0.311217785,0.688782215,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,End of half,0:19,END_HALF,0
1908,2024_01_ARI_BUF,,,,,,ARI 35,0,,,,,,,,,,,,,,,0.293026626,0.706973374,0.293026626,0.706973374,,,,,,,,,,,,,,,,End of half,0:19,END_HALF,
1938,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,17,-7,10,17,-7,0.92618601,0.293026626,0.706973374,0.293026626,0.706973374,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,5:09,TOUCHDOWN,0.92618601
1967,2024_01_ARI_BUF,BUF,ARI,BUF,60,1,BUF 40,10,run,1,,,,,left,end,17,-7,10,17,-7,-0.822719354,0.320652097,0.679347903,0.320652097,0.679347903,0,0,0,1,0,0,0,0,0,0,0,0,,,1,Touchdown,5:09,TOUCHDOWN,-0.822719354
1989,2024_01_ARI_BUF,BUF,ARI,BUF,69,1,BUF 31,19,pass,4,short,right,-6,10,,,17,-7,10,17,-7,-0.394552199,0.291887611,0.708112389,0.291887611,0.708112389,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,Touchdown,5:09,TOUCHDOWN,-0.394552199
2030,2024_01_ARI_BUF,BUF,ARI,BUF,65,2,BUF 35,15,pass,4,short,right,4,0,,,17,-7,10,17,-7,-0.366703711,0.287422061,0.712577939,0.287422061,0.712577939,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,Touchdown,5:09,TOUCHDOWN,-0.366703711
2060,2024_01_ARI_BUF,BUF,ARI,BUF,61,3,BUF 39,11,pass,25,short,right,13,12,,,17,-7,10,17,-7,3.1290229,0.268121481,0.731878519,0.268121481,0.731878519,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,Touchdown,5:09,TOUCHDOWN,3.1290229
2089,2024_01_ARI_BUF,BUF,ARI,ARI,36,1,ARI 36,10,run,-2,,,,,right,guard,17,-7,10,17,-7,-1.086485466,0.363499075,0.636500925,0.363499075,0.636500925,0,0,0,0,1,0,0,0,0,0,0,0,,,-2,Touchdown,5:09,TOUCHDOWN,-1.086485466
2111,2024_01_ARI_BUF,BUF,ARI,ARI,38,2,ARI 38,12,pass,14,short,left,2,12,,,17,-7,10,17,-7,1.892504741,0.341218084,0.658781916,0.341218084,0.658781916,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,Touchdown,5:09,TOUCHDOWN,1.892504741
2145,2024_01_ARI_BUF,BUF,ARI,ARI,24,1,ARI 24,10,run,13,,,,,right,tackle,17,-7,10,17,-7,0.530069596,0.393390864,0.606609136,0.393390864,0.606609136,0,0,0,0,0,0,0,0,0,0,0,0,,,13,Touchdown,5:09,TOUCHDOWN,0.530069596
2167,2024_01_ARI_BUF,BUF,ARI,ARI,11,1,ARI 11,10,run,0,,,,,left,guard,17,-7,10,17,-7,-0.476553389,0.417510927,0.582489073,0.417510927,0.582489073,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Touchdown,5:09,TOUCHDOWN,-0.476553389
2189,2024_01_ARI_BUF,BUF,ARI,ARI,11,2,ARI 11,10,pass,0,short,right,-4,,,,17,-7,10,17,-7,-0.784664166,0.40131098,0.59868902,0.40131098,0.59868902,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:09,TOUCHDOWN,-0.784664166
2216,2024_01_ARI_BUF,BUF,ARI,ARI,11,3,ARI 11,10,pass,11,short,middle,11,0,,,17,-7,16,17,-1,2.97979727,0.374620408,0.625379592,0.374620408,0.625379592,0,0,0,0,0,0,1,1,0,0,0,0,11,11,,Touchdown,5:09,TOUCHDOWN,2.97979727
2242,2024_01_ARI_BUF,BUF,ARI,ARI,15,,ARI 15,0,extra_point,0,,,,,,,17,-1,17,17,0,0.067573003,0.528645799,0.471354201,0.528645799,0.471354201,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:09,TOUCHDOWN,0.067573003
2257,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,17,0,17,17,0,0.292819384,0.465973318,0.534026682,0.534026682,0.465973318,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:58,PUNT,0.292819384
2291,2024_01_ARI_BUF,ARI,BUF,ARI,70,1,ARI 30,10,run,2,,,,,left,end,17,0,17,17,0,-0.362471925,0.471942663,0.528057337,0.528057337,0.471942663,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Punt,1:58,PUNT,-0.362471925
2318,2024_01_ARI_BUF,ARI,BUF,ARI,68,2,ARI 32,8,run,2,,,,,right,end,17,0,17,17,0,-0.516522001,0.459846646,0.540153354,0.540153354,0.459846646,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Punt,1:58,PUNT,-0.516522001
2340,2024_01_ARI_BUF,ARI,BUF,ARI,66,3,ARI 34,6,pass,-8,,,,,,,17,0,17,17,0,-2.120881262,0.448251456,0.551748544,0.551748544,0.448251456,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:58,PUNT,-2.120881262
2360,2024_01_ARI_BUF,ARI,BUF,ARI,74,4,ARI 26,14,punt,0,,,,,,,17,0,17,17,0,0.077613079,0.359585702,0.640414298,0.640414298,0.359585702,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:58,PUNT,0.077613079
